0.155	0.175	0.2	0.226	0.246	0.265	0.278	0.298	0.317	0.33	0.342	0.362
0.162	0.175	0.2	0.226	0.246	0.265	0.278	0.304	0.323	0	0	0
0.162	0.175	0.2	0.226	0.246	0.265	0.278	0.304	0.323	0	0	0
0.168	0.175	0.2	0.226	0.246	0.265	0.278	0.31	0.323	0	0	0
0.168	0.181	0.204	0.226	0.246	0.265	0.278	0	0	0	0	0
0	0.181	0.207	0.226	0.246	0.265	0.278	0	0	0	0	0
0	0.181	0.207	0.226	0.246	0.272	0.285	0	0	0	0	0
0	0.181	0.207	0.226	0.252	0.272	0.285	0	0	0	0	0
0	0.181	0.207	0.226	0.252	0.272	0.285	0	0	0	0	0
0	0.188	0.207	0.226	0.252	0.272	0.285	0	0	0	0	0
0	0.188	0.207	0.233	0.252	0.272	0.285	0	0	0	0	0
0	0.188	0.207	0.233	0.252	0	0.291	0	0	0	0	0
0	0.188	0.207	0.233	0.259	0	0.291	0	0	0	0	0
0	0.188	0.207	0.233	0.259	0	0.291	0	0	0	0	0
0	0.188	0.207	0.233	0.259	0	0.291	0	0	0	0	0
0	0.194	0.207	0.233	0	0	0	0	0	0	0	0
0	0	0.213	0.239	0	0	0	0	0	0	0	0
0	0	0.213	0.239	0	0	0	0	0	0	0	0
0	0	0.22	0.239	0	0	0	0	0	0	0	0
0	0	0.22	0.239	0	0	0	0	0	0	0	0
0	0	0.22	0.239	0	0	0	0	0	0	0	0
0	0	0.22	0.239	0	0	0	0	0	0	0	0
0	0	0.22	0	0	0	0	0	0	0	0	0
